run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	submitted_aspera	sra_ftp	sample_title
ERR5911493	SAMEA8726214	ERX5552620	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911493/ERR5911493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911493/ERR5911493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911493/23723_5#128.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911493/23723_5#128.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911493/23723_5#128.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911493/23723_5#128.cram.crai		4472STDY7066947
ERR5911495	SAMEA8726230	ERX5552622	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911495/ERR5911495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911495/ERR5911495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911495/23723_5#130.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911495/23723_5#130.cram		4472STDY7066963
ERR5911497	SAMEA8726242	ERX5552624	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911497/ERR5911497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911497/ERR5911497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911497/23723_5#132.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911497/23723_5#132.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911497/23723_5#132.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911497/23723_5#132.cram.crai		4472STDY7066977
ERR5911500	SAMEA8726183	ERX5552627	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911500/ERR5911500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911500/ERR5911500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911500/23723_5#147.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911500/23723_5#147.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911500/23723_5#147.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911500/23723_5#147.cram.crai		4472STDY7066916
ERR5911501	SAMEA8726191	ERX5552628	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911501/ERR5911501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911501/ERR5911501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911501/23723_5#148.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911501/23723_5#148.cram		4472STDY7066924
ERR5911502	SAMEA8726199	ERX5552629	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911502/ERR5911502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911502/ERR5911502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911502/23723_5#149.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911502/23723_5#149.cram		4472STDY7066932
ERR5911505	SAMEA8726215	ERX5552632	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911505/ERR5911505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911505/ERR5911505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911505/23723_5#152.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911505/23723_5#152.cram		4472STDY7066948
ERR5911508	SAMEA8726236	ERX5552635	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911508/ERR5911508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911508/ERR5911508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911508/23723_5#155.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911508/23723_5#155.cram		4472STDY7066971
ERR5911509	SAMEA8726244	ERX5552636	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911509/ERR5911509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911509/ERR5911509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911509/23723_5#156.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911509/23723_5#156.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911509/23723_5#156.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911509/23723_5#156.cram.crai		4472STDY7066978
ERR5911512	SAMEA8726184	ERX5552639	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911512/ERR5911512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911512/ERR5911512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911512/23723_5#171.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911512/23723_5#171.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911512/23723_5#171.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911512/23723_5#171.cram.crai		4472STDY7066917
ERR5911513	SAMEA8726193	ERX5552640	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911513/ERR5911513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911513/ERR5911513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911513/23723_5#172.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911513/23723_5#172.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911513/23723_5#172.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911513/23723_5#172.cram.crai		4472STDY7066925
ERR5911514	SAMEA8726200	ERX5552641	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#173	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911514/ERR5911514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911514/ERR5911514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911514/23723_5#173.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911514/23723_5#173.cram		4472STDY7066933
ERR5911515	SAMEA8726208	ERX5552642	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911515/ERR5911515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/005/ERR5911515/ERR5911515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911515/23723_5#174.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911515/23723_5#174.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911515/23723_5#174.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911515/23723_5#174.cram.crai		4472STDY7066941
ERR5911516	SAMEA8726252	ERX5552643	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#175	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911516/ERR5911516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911516/ERR5911516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911516/23723_5#175.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911516/23723_5#175.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911516/23723_5#175.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911516/23723_5#175.cram.crai		4472STDY7066987
ERR5911518	SAMEA8726224	ERX5552645	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#177	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911518/ERR5911518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911518/ERR5911518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911518/23723_5#177.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911518/23723_5#177.cram		4472STDY7066957
ERR5911519	SAMEA8726443	ERX5552646	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911519/ERR5911519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911519/ERR5911519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911519/23723_5#178.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911519/23723_5#178.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911519/23723_5#178.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911519/23723_5#178.cram.crai		4472STDY7067270
ERR5911521	SAMEA8726243	ERX5552648	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911521/ERR5911521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911521/ERR5911521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911521/23723_5#180.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911521/23723_5#180.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911521/23723_5#180.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911521/23723_5#180.cram.crai		4472STDY7066979
ERR5911522	SAMEA8726445	ERX5552649	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911522/ERR5911522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/002/ERR5911522/ERR5911522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911522/23723_5#189.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911522/23723_5#189.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911522/23723_5#189.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911522/23723_5#189.cram.crai		4472STDY7067272
ERR5911524	SAMEA8726256	ERX5552651	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911524/ERR5911524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911524/ERR5911524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911524/23723_5#193.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911524/23723_5#193.cram		4472STDY7067082
ERR5911526	SAMEA8726271	ERX5552653	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911526/ERR5911526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911526/ERR5911526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911526/23723_5#195.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911526/23723_5#195.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911526/23723_5#195.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911526/23723_5#195.cram.crai		4472STDY7067098
ERR5911527	SAMEA8726279	ERX5552654	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911527/ERR5911527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911527/ERR5911527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911527/23723_5#196.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911527/23723_5#196.cram		4472STDY7067106
ERR5911528	SAMEA8726287	ERX5552655	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911528/ERR5911528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911528/ERR5911528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911528/23723_5#197.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911528/23723_5#197.cram		4472STDY7067114
ERR5911534	SAMEA8726325	ERX5552661	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#203	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911534/ERR5911534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911534/ERR5911534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911534/23723_5#203.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911534/23723_5#203.cram		4472STDY7067153
ERR5911537	SAMEA8726356	ERX5552664	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911537/ERR5911537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911537/ERR5911537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911537/23723_5#206.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911537/23723_5#206.cram		4472STDY7067184
ERR5911538	SAMEA8726365	ERX5552665	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911538/ERR5911538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911538/ERR5911538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911538/23723_5#207.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911538/23723_5#207.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911538/23723_5#207.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911538/23723_5#207.cram.crai		4472STDY7067192
ERR5911539	SAMEA8726401	ERX5552666	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911539/ERR5911539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911539/ERR5911539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911539/23723_5#208.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911539/23723_5#208.cram		4472STDY7067200
ERR5911541	SAMEA8726416	ERX5552668	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911541/ERR5911541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/001/ERR5911541/ERR5911541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911541/23723_5#210.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911541/23723_5#210.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911541/23723_5#210.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911541/23723_5#210.cram.crai		4472STDY7067216
ERR5911543	SAMEA8726376	ERX5552670	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911543/ERR5911543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911543/ERR5911543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911543/23723_5#212.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911543/23723_5#212.cram		4472STDY7067232
ERR5911544	SAMEA8726383	ERX5552671	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911544/ERR5911544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911544/ERR5911544_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911544/23723_5#213.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911544/23723_5#213.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911544/23723_5#213.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911544/23723_5#213.cram.crai		4472STDY7067240
ERR5911546	SAMEA8726397	ERX5552673	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911546/ERR5911546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911546/ERR5911546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911546/23723_5#215.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911546/23723_5#215.cram		4472STDY7067254
ERR5911547	SAMEA8726436	ERX5552674	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911547/ERR5911547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/007/ERR5911547/ERR5911547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911547/23723_5#216.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911547/23723_5#216.cram		4472STDY7067262
ERR5911548	SAMEA8726255	ERX5552675	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911548/ERR5911548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911548/ERR5911548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911548/23723_5#217.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911548/23723_5#217.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911548/23723_5#217.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911548/23723_5#217.cram.crai		4472STDY7067083
ERR5911550	SAMEA8726272	ERX5552677	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#219	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911550/ERR5911550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911550/ERR5911550_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911550/23723_5#219.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911550/23723_5#219.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911550/23723_5#219.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911550/23723_5#219.cram.crai		4472STDY7067099
ERR5911556	SAMEA8726312	ERX5552683	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911556/ERR5911556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911556/ERR5911556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911556/23723_5#225.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911556/23723_5#225.cram		4472STDY7067139
ERR5911558	SAMEA8726327	ERX5552685	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911558/ERR5911558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911558/ERR5911558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911558/23723_5#227.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911558/23723_5#227.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911558/23723_5#227.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911558/23723_5#227.cram.crai		4472STDY7067154
ERR5911559	SAMEA8726334	ERX5552686	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911559/ERR5911559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/009/ERR5911559/ERR5911559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911559/23723_5#228.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911559/23723_5#228.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911559/23723_5#228.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911559/23723_5#228.cram.crai		4472STDY7067161
ERR5911560	SAMEA8726350	ERX5552687	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#229	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911560/ERR5911560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911560/ERR5911560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911560/23723_5#229.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911560/23723_5#229.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911560/23723_5#229.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911560/23723_5#229.cram.crai		4472STDY7067177
ERR5911563	SAMEA8726402	ERX5552690	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#232	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911563/ERR5911563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911563/ERR5911563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911563/23723_5#232.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911563/23723_5#232.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911563/23723_5#232.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911563/23723_5#232.cram.crai		4472STDY7067201
ERR5911564	SAMEA8726410	ERX5552691	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#233	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911564/ERR5911564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/004/ERR5911564/ERR5911564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911564/23723_5#233.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911564/23723_5#233.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911564/23723_5#233.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911564/23723_5#233.cram.crai		4472STDY7067209
ERR5911566	SAMEA8726426	ERX5552693	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#235	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911566/ERR5911566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/006/ERR5911566/ERR5911566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911566/23723_5#235.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911566/23723_5#235.cram		4472STDY7067225
ERR5911568	SAMEA8726384	ERX5552695	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911568/ERR5911568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/008/ERR5911568/ERR5911568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911568/23723_5#237.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911568/23723_5#237.cram.crai	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911568/23723_5#237.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911568/23723_5#237.cram.crai		4472STDY7067241
ERR5911570	SAMEA8726428	ERX5552697	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911570/ERR5911570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/000/ERR5911570/ERR5911570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911570/23723_5#239.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911570/23723_5#239.cram		4472STDY7067255
ERR5911573	SAMEA8726265	ERX5552700	PRJEB44892	5821	Plasmodium berghei	SC_EXP_23723_5#242	ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911573/ERR5911573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR591/003/ERR5911573/ERR5911573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR591/ERR5911573/23723_5#242.cram	fasp.sra.ebi.ac.uk:/vol1/run/ERR591/ERR5911573/23723_5#242.cram		4472STDY7067092
