# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/nc_removed_data/Count/output.txt" "WT_female_R1.bam.sort.bam" "WT_female_R2.bam.sort.bam" "WT_female_R3.bam.sort.bam" "WT_male_R1.bam.sort.bam" "WT_male_R2.bam.sort.bam" "WT_male_R3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_female_R1.bam.sort.bam	WT_female_R2.bam.sort.bam	WT_female_R3.bam.sort.bam	WT_male_R1.bam.sort.bam	WT_male_R2.bam.sort.bam	WT_male_R3.bam.sort.bam
PY17X_1106800	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	386346;386572;387214	386390;387095;387259	-;-;-	615	1434	1443	1794	72	153	123
PY17X_1106900	Py17X_11_v3	388094	388951	+	858	1719	1454	1910	80	149	134
PY17X_1107000	Py17X_11_v3	389488	390648	-	1161	977	909	1085	1384	1758	1972
PY17X_1107100	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	391202;391515;391747;392060;392391	391279;391547;391766;392144;392513	-;-;-;-;-	339	34817	32737	33771	1816	2168	2124
PY17X_1107200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	394460;397799;398366	397583;398203;403905	+;+;+	9069	4411	4335	5109	52282	33746	39917
PY17X_1107300	Py17X_11_v3;Py17X_11_v3	404354;404569	404396;405941	-;-	1416	787	545	651	869	1054	1024
PY17X_1107400	Py17X_11_v3	407399	409153	+	1755	238	222	299	348	361	483
PY17X_1107500	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	410316;412713;413258	412506;412970;413337	+;+;+	2529	615	474	640	92	95	159
PY17X_1107600	Py17X_11_v3	413987	415966	-	1980	75605	66057	83326	556	536	608
PY17X_1107700	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	417624;417834;418073	417730;417937;418176	-;-;-	315	788	735	1025	18	41	32
PY17X_1107800	Py17X_11_v3	419504	420739	-	1236	14117	10756	13097	6143	6721	7222
PY17X_1107900	Py17X_11_v3	422817	424613	-	1797	853	615	782	165	127	133
PY17X_1108000	Py17X_11_v3	426207	428801	-	2595	338	312	369	268	330	287
PY17X_1108100	Py17X_11_v3	429741	430199	-	459	187	179	306	1009	950	1072
PY17X_1108200	Py17X_11_v3	431533	433317	-	1785	2327	1757	2796	25196	26432	32097
PY17X_1108300	Py17X_11_v3	436642	438510	+	1869	1662	1200	2198	1276	1298	1498
PY17X_1108400	Py17X_11_v3	439392	440954	-	1563	1060	836	1479	6364	7431	7592
PY17X_1108500	Py17X_11_v3	444440	447769	+	3330	1947	1715	2483	7765	7472	7741
PY17X_1108600	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	448870;449060;449308	448916;449218;449458	+;+;+	357	329	407	314	2	8	2
PY17X_1108700	Py17X_11_v3	449707	450741	-	1035	1631	1727	1769	37	55	69
PY17X_1108800	Py17X_11_v3	452190	457385	+	5196	2394	2047	2958	140	118	118
PY17X_1108900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	457740;458293;458678;458978	458079;458530;458847;459303	-;-;-;-	1074	55129	51721	66962	1119	1366	1458
PY17X_1109000	Py17X_11_v3	462092	463117	+	1026	13517	13625	13146	5230	6053	6317
PY17X_1109100	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	464382;464788;465253;465511	464434;464980;465333;466356	+;+;+;+	1173	2167	2132	2872	56957	64908	69054
PY17X_1109200	Py17X_11_v3	466815	473891	-	7077	462	399	672	372	382	407
PY17X_1109300	Py17X_11_v3	475403	476095	+	693	353	349	690	97	137	172
PY17X_1109400	Py17X_11_v3	477843	481988	+	4146	16870	13515	14648	80732	65863	71126
PY17X_1109500	Py17X_11_v3	482982	483806	-	825	1660	1582	1626	142	126	143
PY17X_1109600	Py17X_11_v3	486515	494674	+	8160	57874	54372	57623	1227	722	784
PY17X_1109700	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	495067;495599;495795;496093;496433	495435;495677;495972;496215;496580	-;-;-;-;-	897	3665	4181	2630	5342	6088	7212
PY17X_1109800	Py17X_11_v3	499363	503754	+	4392	6323	5086	4477	288389	245012	248965
PY17X_1109900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	504460;504649;504971;505279;505863	504532;504820;505133;505729;506092	+;+;+;+;+	1089	321	433	434	3250	4545	4662
PY17X_1110000	Py17X_11_v3;Py17X_11_v3	506548;507058	506787;507258	-;-	441	1918	1441	1970	256	293	306
PY17X_1110100	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	508237;508499;508787	508337;508615;516353	-;-;-	7785	5201	3327	4305	332	306	354
PY17X_1110200	Py17X_11_v3	518999	520012	+	1014	480	343	594	27	12	14
PY17X_1110300	Py17X_11_v3;Py17X_11_v3	520956;521399	521247;523068	+;+	1962	1296	1427	1626	28	26	33
PY17X_1110400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	523381;523683;524108;524271;524625;524846;524979;525375	523515;523966;524178;524483;524675;524899;525197;525460	-;-;-;-;-;-;-;-	1113	106945	91799	124375	884	857	1069
PY17X_1110500	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	527346;531861;532400;532630	531770;532176;532488;532728	+;+;+;+	4929	5113	4172	5262	9047	8448	8940
PY17X_1110600	Py17X_11_v3	533559	534503	+	945	90	87	101	165	220	234
PY17X_1110700	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	535125;535503;536855;537284;537597;538013;538317	535236;536624;537117;537509;537794;538143;538382	+;+;+;+;+;+;+	2118	213	269	198	92433	94101	98502
PY17X_1110800	Py17X_11_v3	539461	545361	-	5901	1677	1589	1966	18270	11415	17567
PY17X_1110900	Py17X_11_v3	550869	553166	+	2298	457	403	830	651	867	713
PY17X_1111000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	553960;554522;554746	554411;554627;554925	-;-;-	738	53248	44267	58427	643	827	912
PY17X_1111100	Py17X_11_v3	556965	558308	+	1344	235	224	642	6	5	4
PY17X_1111200	Py17X_11_v3	558787	561447	-	2661	2741	2639	2756	18129	19279	19410
PY17X_1111300	Py17X_11_v3	563064	563143	+	80	0	0	0	4	3	3
PY17X_1111400	Py17X_11_v3	569083	570111	+	1029	78166	74876	94586	356	361	412
PY17X_1111500	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	570663;571120;571368;571615;571816;572005;572837;573086;573265;573447;573609;573758	570957;571235;571519;571700;571889;572632;572997;573175;573352;573528;573666;573838	+;+;+;+;+;+;+;+;+;+;+;+	1911	408	305	390	75733	81447	86041
PY17X_1111600	Py17X_11_v3	575136	575292	+	157	1	11	5	10	17	24
PY17X_1111700	Py17X_11_v3	576434	576949	-	516	9275	8012	11220	791	1018	1070
PY17X_1111800	Py17X_11_v3;Py17X_11_v3	578020;578285	578104;578568	+;+	369	16572	18062	17107	41	22	33
PY17X_1111900	Py17X_11_v3;Py17X_11_v3	579747;580944	580835;582689	+;+	2835	3061	3151	3999	2778	3321	3417
PY17X_1112000	Py17X_11_v3;Py17X_11_v3	583466;587570	587363;587619	-;-	3948	1177	983	917	132	167	127
PY17X_1112100	Py17X_11_v3	590151	592019	+	1869	24	18	9	29	35	41
PY17X_1112200	Py17X_11_v3;Py17X_11_v3	594378;610762	610440;624059	+;+	29361	4406	3835	3221	12918	7616	8696
PY17X_1112300	Py17X_11_v3	624665	625207	-	543	234	245	276	74	74	70
PY17X_1112400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	626942;627294;627516;627721	627112;627416;627599;627885	+;+;+;+	543	371	354	438	21	17	25
PY17X_1112500	Py17X_11_v3;Py17X_11_v3	628481;629429	629250;630470	-;-	1812	451	427	454	627	664	773
PY17X_1112600	Py17X_11_v3	632132	634021	+	1890	80	69	86	9	4	9
PY17X_1112700	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	634752;634977;635215;635438;635869	634806;635047;635339;635498;635916	+;+;+;+;+	360	790	715	1052	3179	2566	3985
PY17X_1112800	Py17X_11_v3;Py17X_11_v3	636026;636302	636101;636615	-;-	390	213	153	332	161	190	163
PY17X_1112900	Py17X_11_v3	637340	639238	-	1899	734	647	695	10	23	24
PY17X_1113000	Py17X_11_v3	640492	641274	-	783	3540	3191	3657	26	17	38
PY17X_1113100	Py17X_11_v3	642961	643638	+	678	80	107	106	5	4	0
PY17X_1113200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	644497;644909;646185;646450;646684;646859;647111;647398;647689	644607;646014;646275;646565;646775;647028;647168;647445;647831	+;+;+;+;+;+;+;+;+	1935	1772	1619	1799	388	359	430
PY17X_1113300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	647828;648004;648275;648582	647908;648180;648409;650573	-;-;-;-	2385	994	961	1562	874	687	797
PY17X_1113400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	652954;653217;653702;653924;654154;654473	652967;653289;653797;653987;654229;654752	+;+;+;+;+;+	603	1656	1538	1995	1971	1659	2479
PY17X_1113500	Py17X_11_v3	655594	656367	-	774	35	51	28	66	232	44
PY17X_1113600	Py17X_11_v3	657049	661083	-	4035	171	185	197	5434	6636	5973
PY17X_1113700	Py17X_11_v3	661892	662749	+	858	1006	798	1122	183	272	230
PY17X_1113800	Py17X_11_v3	663420	664226	+	807	4281	5471	5085	121	115	171
PY17X_1113900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	665039;665299;666008	665103;665865;666131	-;-;-	756	9996	9453	12110	968	961	1207
PY17X_1114000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	667615;668886;674505;674684	668724;674353;674583;674725	+;+;+;+	6699	1698	1280	1279	3316	2913	3142
PY17X_1114100	Py17X_11_v3	675464	676198	-	735	15980	11927	19151	3165	3085	3836
PY17X_1114200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	677599;678049;678443;678656;678869;679079	677841;678324;678535;678754;678954;679130	-;-;-;-;-;-	849	1510	2073	1950	54	36	59
PY17X_1114300	Py17X_11_v3;Py17X_11_v3	679767;680182	679850;680472	+;+	375	956	1416	1133	7	20	17
PY17X_1114400	Py17X_11_v3;Py17X_11_v3	681122;681996	681875;683791	-;-	2550	5436	6100	9014	410	411	349
PY17X_1114500	Py17X_11_v3;Py17X_11_v3	685687;686505	686294;688062	+;+	2166	50566	39411	57923	252	247	325
PY17X_1114600	Py17X_11_v3	688599	689222	-	624	1845	1689	2054	81	30	78
PY17X_1114700	Py17X_11_v3;Py17X_11_v3	690778;691518	691380;691661	+;+	747	2241	1790	2098	9074	10528	10078
PY17X_1114800	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	691721;691941;693232;693495;693730	691812;692961;693343;693572;693767	-;-;-;-;-	1341	3682	3101	3478	16368	16846	18801
PY17X_1114900	Py17X_11_v3	694422	697688	-	3267	1290	1347	1719	1244	1254	1374
PY17X_1115000	Py17X_11_v3	699882	702092	+	2211	598	669	965	10000	10172	9595
PY17X_1115100	Py17X_11_v3	702956	706240	+	3285	350	474	625	514	558	590
PY17X_1115200	Py17X_11_v3	706533	706604	-	72	43	28	64	2	3	2
PY17X_1115300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	707262;707523;707731;707944;708102;708454	707334;707616;707799;707986;708286;708637	-;-;-;-;-;-	648	41701	39132	47258	33	125	88
PY17X_1115400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	709155;709410;709800;710079;710390	709265;709661;709967;710240;710413	-;-;-;-;-	717	20343	15273	21582	1012	1011	1042
PY17X_1115500	Py17X_11_v3	712115	716362	+	4248	1260	1613	1487	10306	10994	11413
PY17X_1115600	Py17X_11_v3	717133	720024	-	2892	490	385	515	10148	10578	11267
PY17X_1115700	Py17X_11_v3	721448	722575	+	1128	773	936	973	18737	22041	21514
PY17X_1115800	Py17X_11_v3	723192	725324	-	2133	5380	4832	6634	16708	19227	19213
PY17X_1115900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	726359;726671;726898	726438;726740;728169	-;-;-	1422	1276	1275	1854	987	1054	1307
PY17X_1116000	Py17X_11_v3;Py17X_11_v3	729238;729738	729524;729870	+;+	420	625	867	747	37	17	18
PY17X_1116100	Py17X_11_v3	731275	736713	+	5439	3455	2963	3881	4839	4217	4806
PY17X_1116200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	739019;739130;739334;739544;739815;740025	739032;739172;739398;739674;739876;742049	+;+;+;+;+;+	2340	179563	178504	201801	4701	3611	4527
PY17X_1116300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	742701;743378;744277;744834	743126;744110;744635;746033	-;-;-;-	2718	964	981	1910	15595	13787	17047
PY17X_1116400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	748632;748966;749125;749340;749532;749709;751223;751961;752781;752939	748876;749023;749179;749421;749603;751072;751797;752638;752835;753207	+;+;+;+;+;+;+;+;+;+	3453	24138	24229	32844	114144	106186	129819
PY17X_1116500	Py17X_11_v3	754098	755474	-	1377	625257	603570	772253	17647	17399	22700
PY17X_1116600	Py17X_11_v3	758102	758356	-	255	5324	4085	5096	213	166	311
PY17X_1116700	Py17X_11_v3	759961	760947	-	987	2453	2668	3244	64	140	105
PY17X_1116800	Py17X_11_v3;Py17X_11_v3	762909;763391	763106;763657	+;+	465	1590	1730	2279	732	1273	1063
PY17X_1116900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	765207;766896;767219;767621;767846	766706;766925;767341;767673;767912	+;+;+;+;+	1773	3653	3452	4630	24857	29998	29373
PY17X_1117000	Py17X_11_v3	768033	768629	-	597	244	296	243	169	276	187
PY17X_1117100	Py17X_11_v3	769815	773642	+	3828	58	58	75	473	652	521
PY17X_1117200	Py17X_11_v3	775551	778928	+	3378	612	557	427	292	428	277
PY17X_1117300	Py17X_11_v3	779318	781123	-	1806	2153	2061	2674	6466	6341	6638
PY17X_1117400	Py17X_11_v3	781945	783258	-	1314	537	898	1072	3604	4317	3763
PY17X_1117500	Py17X_11_v3	784960	786522	+	1563	2143	1947	2454	5654	5294	6955
PY17X_1117600	Py17X_11_v3	787748	791659	+	3912	1897	1687	2155	359	395	446
PY17X_1117700	Py17X_11_v3	792958	794148	-	1191	6485	6676	9116	1843	2306	2230
PY17X_1117800	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	797068;799829;800491;800841;801263;801478	799697;800392;800659;801041;801363;801565	+;+;+;+;+;+	3753	1547	957	1351	2209	2362	2350
PY17X_1117900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	804642;804872;805446;806318	804746;805274;806207;806394	+;+;+;+	1347	26779	21600	26300	2847	3063	3396
PY17X_1118000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	808166;808417;808725	808276;808596;808853	+;+;+	420	1965	1687	2355	37663	31332	52607
PY17X_1118100	Py17X_11_v3	811274	811675	-	402	16067	15549	22756	137936	168433	180988
PY17X_1118200	Py17X_11_v3	816111	816521	+	411	6944	6513	9902	3628	4085	4248
PY17X_1118300	Py17X_11_v3	819255	821888	+	2634	171	90	263	145	178	176
PY17X_1118400	Py17X_11_v3	822550	824544	+	1995	3812	4642	4696	195	277	292
PY17X_1118500	Py17X_11_v3	824965	825438	-	474	494	427	496	106	180	140
PY17X_1118600	Py17X_11_v3;Py17X_11_v3	828215;828565	828379;828846	+;+	447	12162	9204	13975	11259	13570	14012
PY17X_1118700	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	829252;829584;829771;830006;830275	829438;829663;829884;830113;831513	-;-;-;-;-	1728	85	53	128	175	265	194
PY17X_1118800	Py17X_11_v3	833524	834465	+	942	4769	3487	5044	5721	5272	7232
PY17X_1118900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	835171;835359;835549;835779;835997;836229;836361;836643	835261;835440;835598;835891;836084;836275;836469;836890	-;-;-;-;-;-;-;-	828	428	386	456	1238	1671	1555
PY17X_1119000	Py17X_11_v3;Py17X_11_v3	837870;838640	838482;838671	+;+	645	319	230	237	334	319	440
PY17X_1119100	Py17X_11_v3;Py17X_11_v3	838947;840796	840378;842267	-;-	2904	283	389	457	946	1054	903
PY17X_1119200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	843230;843556;844891;845093;845334;845580;845740;845979;846180;846362	843379;844688;844992;845222;845413;845650;845829;846092;846190;846487	+;+;+;+;+;+;+;+;+;+	2007	1009	1044	1149	971	928	1194
PY17X_1119300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	846939;847141;847354;847846;848056;848303;848451;848639;848893;851656;851899;852229;852495;852816	847016;847243;847736;847957;848117;848367;848541;848713;851513;851761;852047;852362;852620;852904	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4194	880	1116	1101	3443	3707	4106
PY17X_1119400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	854022;854459;854850	854355;854681;855279	+;+;+	987	291	426	406	195	219	226
PY17X_1119500	Py17X_11_v3;Py17X_11_v3	856363;856954	856834;859574	+;+	3093	967	940	1006	3121	3783	3594
PY17X_1119600	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	860072;860446;860680	860302;860532;869928	-;-;-	9567	1038	1171	1356	15035	12920	13838
PY17X_1119700	Py17X_11_v3;Py17X_11_v3	871854;874163	874006;874457	-;-	2448	7368	4925	6991	38522	41872	46948
PY17X_1119800	Py17X_11_v3	876215	880333	-	4119	60	109	154	63	60	64
PY17X_1119900	Py17X_11_v3	881286	883487	+	2202	243	443	437	31	115	47
PY17X_1120000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	883860;884156;884781	884044;884645;885911	-;-;-	1806	4658	4094	5388	7287	8724	8636
PY17X_1120100	Py17X_11_v3;Py17X_11_v3	886745;893517	893419;893732	-;-	6891	410	257	439	4293	4747	4712
PY17X_1120200	Py17X_11_v3	895135	895830	+	696	668	547	850	642	883	727
PY17X_1120300	Py17X_11_v3	896406	897452	-	1047	190	86	142	125	142	131
PY17X_1120400	Py17X_11_v3;Py17X_11_v3	899560;899774	899638;900081	+;+	387	753	785	695	2471	1989	3056
PY17X_1120500	Py17X_11_v3	900452	901267	-	816	261	335	377	3	7	4
PY17X_1120600	Py17X_11_v3	902144	904660	-	2517	177	182	238	0	7	2
PY17X_1120700	Py17X_11_v3	905271	906596	-	1326	30	14	37	24	15	14
PY17X_1120800	Py17X_11_v3	908638	910428	+	1791	1835	1949	2804	1623	1783	2129
PY17X_1120900	Py17X_11_v3	911305	911964	+	660	314	475	453	6355	11220	8964
PY17X_1121000	Py17X_11_v3	912099	913214	-	1116	51	51	104	2966	3522	3826
PY17X_1121100	Py17X_11_v3	914132	914203	+	72	2	2	4	96	145	152
PY17X_1121200	Py17X_11_v3	914423	914503	-	81	0	0	4	81	98	93
PY17X_1121300	Py17X_11_v3	915445	917760	+	2316	11	16	25	891	1130	986
PY17X_1121400	Py17X_11_v3	918233	922126	-	3894	7368	6878	7508	72	74	95
PY17X_1121500	Py17X_11_v3	923893	924786	-	894	825	712	1163	76	60	102
PY17X_1121600	Py17X_11_v3	926207	928225	+	2019	527	467	710	39	46	56
PY17X_1121700	Py17X_11_v3	930479	932578	+	2100	194308	161910	196576	3138	2351	3043
PY17X_1121800	Py17X_11_v3	933887	934984	+	1098	133	155	137	50	58	112
PY17X_1121900	Py17X_11_v3	935609	935690	-	82	1	4	0	5	4	0
PY17X_1122000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	936444;940952;941179;941395	940790;941053;941248;941576	+;+;+;+	4701	5110	5018	6128	2531	2537	2853
PY17X_1122100	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	943560;943967;944207	943869;944074;944346	+;+;+	558	3110	2684	3213	1697	1829	1964
PY17X_1122200	Py17X_11_v3	945220	947376	-	2157	614	586	635	4463	5473	4984
PY17X_1122300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	948500;948963;949330	948722;949116;949588	+;+;+	636	436	396	523	4982	6473	7034
PY17X_1122400	Py17X_11_v3	950390	954559	-	4170	3936	4215	4139	82	82	105
PY17X_1122500	Py17X_11_v3	956169	958622	-	2454	499	571	730	89	92	80
PY17X_1122600	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	959739;960132;960344;962723	959834;960180;962519;962864	+;+;+;+	2463	3659	2993	3731	7972	10129	9662
PY17X_1122700	Py17X_11_v3	963391	963762	+	372	261	230	375	144	119	145
PY17X_1122800	Py17X_11_v3	964181	965560	-	1380	3955	3685	3697	202	198	268
PY17X_1122900	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	966380;966553;966781;967033	966380;966670;966904;967080	+;+;+;+	291	5867	5514	7016	2121	1515	3170
PY17X_1123000	Py17X_11_v3;Py17X_11_v3	967582;968854	968538;968961	-;-	1065	788	866	1138	1148	951	1123
PY17X_1123100	Py17X_11_v3	971068	974904	+	3837	2988	2516	3294	98312	90435	97196
PY17X_1123200	Py17X_11_v3	975795	982475	-	6681	1026	1087	1367	101	127	76
PY17X_1123300	Py17X_11_v3	987484	989049	-	1566	916	790	1169	143	175	193
PY17X_1123400	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	990137;990775;990951;991115;991578;991789;992797;993014;993302;993967;994110;994437	990679;990830;991023;991189;991639;992478;992855;993086;993698;994010;994215;994619	-;-;-;-;-;-;-;-;-;-;-;-	2361	1889	1868	2388	6520	6579	7067
PY17X_1123500	Py17X_11_v3	996543	997754	+	1212	1544	1413	1671	278	377	427
PY17X_1123600	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	998079;998331;998500;998856	998215;998378;998760;999114	-;-;-;-	705	389	242	357	84	105	96
PY17X_1123700	Py17X_11_v3	1000843	1002288	-	1446	291	376	663	35	53	45
PY17X_1123800	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1003512;1003735;1004066;1004314;1004686;1004950;1005096;1005388;1005781	1003570;1003794;1004185;1004457;1004727;1004994;1005186;1005566;1005850	-;-;-;-;-;-;-;-;-	810	2419	2301	3267	5988	5947	7054
PY17X_1123900	Py17X_11_v3;Py17X_11_v3	1007366;1009246	1009058;1009370	+;+	1818	1939	1423	2098	9946	10291	11447
PY17X_1124000	Py17X_11_v3	1009616	1012507	-	2892	519	549	677	642	816	793
PY17X_1124100	Py17X_11_v3	1013748	1019885	-	6138	1242	1042	1473	3261	2826	2847
PY17X_1124200	Py17X_11_v3	1024454	1025320	+	867	246	210	212	27437	32899	35505
PY17X_1124300	Py17X_11_v3	1027490	1028974	+	1485	579	477	868	235243	242520	290016
PY17X_1124400	Py17X_11_v3;Py17X_11_v3	1030507;1031432	1031291;1031486	+;+	840	250	316	260	244	178	255
PY17X_1124500	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1032497;1032981;1033234	1032886;1033139;1033290	-;-;-	606	3871	5004	5018	870	807	1150
PY17X_1124600	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1034315;1034523;1034680;1034853;1035123;1035403;1035661;1035851;1036055	1034396;1034546;1034735;1034869;1035250;1035433;1035736;1035931;1036096	+;+;+;+;+;+;+;+;+	537	56344	48942	54731	8987	10015	10658
PY17X_1124700	Py17X_11_v3	1036473	1038461	-	1989	1886	1868	1862	4998	4713	6257
PY17X_1124800	Py17X_11_v3	1039259	1039519	+	261	298	240	339	2797	2595	3873
PY17X_1124900	Py17X_11_v3;Py17X_11_v3	1044385;1051860	1051756;1052197	+;+	7710	5070	4300	4819	73775	51971	59790
PY17X_1125000	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1053534;1053695;1053839;1053979;1054179;1054397	1053576;1053757;1053877;1054083;1054246;1054819	-;-;-;-;-;-	741	751	682	652	33	31	44
PY17X_1125100	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1055529;1056999;1057218	1056778;1057040;1057389	-;-;-	1464	74	64	76	669	776	745
PY17X_1125200	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1061449;1061679;1061933;1062290;1062598;1062770;1062983;1063230;1063602;1063801;1064052	1061529;1061789;1062114;1062476;1062671;1062866;1063067;1063477;1063664;1063914;1064150	+;+;+;+;+;+;+;+;+;+;+	1341	68	70	48	37223	38097	46297
PY17X_1125300	Py17X_11_v3;Py17X_11_v3;Py17X_11_v3;Py17X_11_v3	1065465;1065812;1066670;1066915	1065585;1066557;1066795;1067109	+;+;+;+	1188	10500	9249	12124	124	127	84
PY17X_1125400	Py17X_11_v3	1068046	1069254	+	1209	26946	26401	24698	40	52	25
PY17X_1125500	Py17X_11_v3	1070175	1071650	+	1476	808	613	565	23	29	15
PY17X_1125600	Py17X_11_v3	1072438	1075914	-	3477	62	82	63	179	206	215
PY17X_1125700	Py17X_11_v3	1077384	1078499	-	1116	3272	4036	4444	103	117	134
PY17X_1125800	Py17X_11_v3	1079852	1080844	+	993	1820	1678	2811	58	40	71
PY17X_1125900	Py17X_11_v3	1083336	1085177	+	1842	2895	2664	2464	1476	1465	1760
PY17X_1126000	Py17X_11_v3	1085928	1086218	-	291	1271	959	1360	38	33	54
