# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/read_counts/Rbpm1_KO_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/Rbpm1_KO/map/Rbpm1_KO_Rep3.bam.sort.bam
PY17X_1200171	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	91591;91741;92596	91656;92475;92610	-;-;-	816	0	0	0
PY17X_1200181	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	94950;95125;96078	95036;95940;96092	-;-;-	918	0	0	0
PY17X_1200191	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	98903;99070;100111	98965;99969;100125	-;-;-	978	0	0	0
PY17X_1200200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	103085;103235;104211	103150;104089;104225	-;-;-	936	0	0	0
PY17X_1200300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	106645;106820;107756	106731;107596;107770	-;-;-	879	0	0	0
PY17X_1200400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	110063;110274;111166	110170;111029;111180	-;-;-	879	0	0	0
PY17X_1200500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	113536;113712;114623	113622;114515;114637	-;-;-	906	0	0	0
PY17X_1200600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	117055;117226;118111	117141;118002;118125	-;-;-	879	0	0	0
PY17X_1200700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	120793;120983;121996	120879;121870;122010	-;-;-	990	0	0	0
PY17X_1200800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	124322;124472;125412	124387;125290;125426	-;-;-	900	11	6	4
PY17X_1200900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	127786;127960;128881	127872;128748;128895	-;-;-	891	0	0	0
PY17X_1201000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	131723;131878;132859	131788;132723;132873	-;-;-	927	0	0	0
PY17X_1201100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	136711;136976;137308;137499;137689;138078	136790;137213;137377;137608;137919;138152	+;+;+;+;+;+	804	0	0	0
PY17X_1201200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	139458;139825;140458	139822;140320;140472	-;-;-	876	0	0	0
PY17X_1201300	Py17X_12_v3;Py17X_12_v3	143120;144014	143836;144082	-;-	786	0	0	0
PY17X_1201400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	146165;146388;146796;146982;147295	146230;146793;146980;147008;147309	-;-;-;-;-	699	0	0	0
PY17X_1201500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	151192;151449;151785;152061;152251;152628	151310;151692;151854;152170;152491;152635	+;+;+;+;+;+	792	0	0	0
PY17X_1201600	Py17X_12_v3	154170	154304	+	135	0	0	0
PY17X_1201700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	156113;156266;157245	156178;157135;157262	-;-;-	954	0	0	0
PY17X_1201800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	159771;159948;160837	159857;160730;160851	-;-;-	885	0	0	0
PY17X_1201900	Py17X_12_v3;Py17X_12_v3	165195;168042	167916;168118	+;+	2799	0	0	0
PY17X_1202000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	170116;170415;170729;170936;171142;171500	170249;170637;170798;171045;171360;171583	+;+;+;+;+;+	840	0	0	0
PY17X_1202100	Py17X_12_v3	173834	174256	+	423	0	0	0
PY17X_1202200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	175386;175588;177480	175493;177339;177497	-;-;-	1878	0	0	0
PY17X_1202300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	180407;180561;181583	180472;181445;181597	-;-;-	966	0	0	0
PY17X_1202400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	184073;184230;185228	184138;185102;185245	-;-;-	957	0	0	0
PY17X_1202500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	187749;187922;188842	187835;188704;188856	-;-;-	885	0	0	0
PY17X_1202600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	191472;191645;192541	191558;192433;192555	-;-;-	891	0	0	0
PY17X_1202700	Py17X_12_v3;Py17X_12_v3	195795;196610	196493;196690	-;-	780	0	0	0
PY17X_1202800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	198856;199030;199924	198942;199788;199938	-;-;-	861	0	0	0
PY17X_1202900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	203508;203782;204109;204348;204545;204932	203638;204019;204178;204451;204775;204955	+;+;+;+;+;+	798	0	0	0
PY17X_1203000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	206787;207033;207384;207612;207823;208232	206863;207288;207450;207721;208056;208336	+;+;+;+;+;+	849	0	1	0
PY17X_1203100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	209822;210005;210994	209914;210871;211011	-;-;-	978	0	0	0
PY17X_1203200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	213303;213476;214357	213389;214249;214371	-;-;-	876	2	0	0
PY17X_1203300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	217984;218244;218579;218769;218959	218114;218490;218648;218878;219219	+;+;+;+;+	819	18	2	7
PY17X_1203400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	219962;220116;221108	220027;220985;221122	-;-;-	951	14	6	20
PY17X_1203500	Py17X_12_v3;Py17X_12_v3	224166;225068	224894;225136	-;-	798	2569	2362	2553
PY17X_1203600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	226943;227114;227262;227815;228098	227008;227260;227812;227959;228112	-;-;-;-;-	924	8	0	0
PY17X_1203700	Py17X_12_v3;Py17X_12_v3	231099;237293	237161;237403	-;-	6174	4530	4880	5392
PY17X_1203800	Py17X_12_v3	242072	243337	+	1266	12	2	8
PY17X_1203900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	245553;246167;246402;246951;247164;247487;247926	245607;246284;246490;247028;247251;247780;247950	+;+;+;+;+;+;+	747	1756	1458	1671
PY17X_1204000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	248433;248819;249201	248481;248908;249676	-;-;-	615	134	161	230
PY17X_1204100	Py17X_12_v3	250890	252437	+	1548	32	15	48
PY17X_1204200	Py17X_12_v3	254115	256829	+	2715	79	127	186
PY17X_1204300	Py17X_12_v3	257970	262241	+	4272	669	794	667
PY17X_1204400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	263854;264110;264337;264461;264692	263978;264190;264367;264546;264752	+;+;+;+;+	384	212	186	252
PY17X_1204500	Py17X_12_v3	266971	270198	+	3228	818	1075	1171
PY17X_1204600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	271644;271845;272044;272287	271652;271898;272202;272349	+;+;+;+	285	35	49	34
PY17X_1204700	Py17X_12_v3;Py17X_12_v3	274097;274629	274474;274856	+;+	606	172	191	200
PY17X_1204800	Py17X_12_v3	275526	275984	-	459	164	98	119
PY17X_1204900	Py17X_12_v3	277825	282939	-	5115	101	187	151
PY17X_1205000	Py17X_12_v3;Py17X_12_v3	284247;285038	284503;285137	-;-	357	5350	4276	4240
PY17X_1205100	Py17X_12_v3	288015	288851	+	837	1801	2044	2751
PY17X_1205200	Py17X_12_v3	290066	293506	-	3441	2478	2720	2708
PY17X_1205300	Py17X_12_v3	296346	299963	-	3618	2318	2003	1805
PY17X_1205400	Py17X_12_v3;Py17X_12_v3	301789;302398	302174;302791	+;+	780	12	12	24
PY17X_1205500	Py17X_12_v3;Py17X_12_v3	303136;304112	303732;304123	-;-	609	5278	4129	4977
PY17X_1205600	Py17X_12_v3;Py17X_12_v3	306363;312124	312016;314011	-;-	7542	3552	3469	3543
PY17X_1205700	Py17X_12_v3	316368	319436	-	3069	33560	34843	37179
PY17X_1205800	Py17X_12_v3	322516	324663	-	2148	21090	19777	20726
PY17X_1205900	Py17X_12_v3	328308	328910	-	603	116	172	168
PY17X_1206000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	330450;330754;333686;334008;334241;334570	330538;333508;333843;334112;334456;334696	+;+;+;+;+;+	3450	135	82	152
PY17X_1206100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	334928;335576;335800;336321	335431;335676;336036;336459	-;-;-;-	981	40	34	44
PY17X_1206200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	337239;337577;338152	337446;337909;338645	+;+;+	1035	6	29	9
PY17X_1206300	Py17X_12_v3	339234	340187	+	954	92	57	62
PY17X_1206400	Py17X_12_v3	340595	342898	-	2304	76	75	95
PY17X_1206500	Py17X_12_v3	343683	346670	+	2988	149	211	133
PY17X_1206600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	346836;347060;347237	346884;347127;347305	-;-;-	186	290	228	231
PY17X_1206700	Py17X_12_v3;Py17X_12_v3	347790;348757	348639;348785	-;-	879	1153	1606	1394
PY17X_1206800	Py17X_12_v3;Py17X_12_v3	349537;350528	350366;350537	-;-	840	46	38	28
PY17X_1206900	Py17X_12_v3	351814	355707	-	3894	8320	9739	9995
PY17X_1207000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	357591;357883;358206	357881;358203;359423	-;-;-	1830	274	261	197
PY17X_1207100	Py17X_12_v3;Py17X_12_v3	360640;362369	362221;362883	-;-	2097	371	293	314
PY17X_1207200	Py17X_12_v3;Py17X_12_v3	365175;365959	365721;366098	+;+	687	32	15	11
PY17X_1207300	Py17X_12_v3	367258	369012	+	1755	694	585	659
PY17X_1207400	Py17X_12_v3;Py17X_12_v3	369718;370050	369870;371297	-;-	1401	456	598	611
PY17X_1207500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	372857;373040;373390;373549;373922	372927;373199;373450;373696;374039	-;-;-;-;-	558	245	145	210
PY17X_1207600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	376560;376845;377210	376669;377007;377260	-;-;-	324	7469	6406	10002
PY17X_1207700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	379719;379886;380059;380201;380527;380698	379772;379912;380102;380267;380549;380833	-;-;-;-;-;-	351	262	262	232
PY17X_1207800	Py17X_12_v3	381420	383966	-	2547	17	21	45
PY17X_1207900	Py17X_12_v3	384650	385459	+	810	6	12	22
PY17X_1208000	Py17X_12_v3	385764	386345	-	582	218	170	225
PY17X_1208100	Py17X_12_v3;Py17X_12_v3	387559;387855	387666;388532	+;+	786	106	35	32
PY17X_1208200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	390305;390763;391029;391194	390322;390900;391107;391660	+;+;+;+	702	1950	1328	1534
PY17X_1208300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	393431;393728;393882;394050;394200;394588;394713;394929;395112	393623;393787;393955;394051;394289;394628;394804;395011;395133	+;+;+;+;+;+;+;+;+	657	11862	12174	11353
PY17X_1208400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	396347;396591;396759;396932;397087;397294;397478;397799	396423;396663;396815;396996;397187;397358;397602;398051	+;+;+;+;+;+;+;+	816	10690	13076	13316
PY17X_1208500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	398149;398417;398572;398862	398274;398468;398638;398955	-;-;-;-	339	29763	31382	32942
PY17X_1208600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	399904;400453;401526;401986;402317	400344;401303;401638;402099;402405	-;-;-;-;-	1608	32648	33645	34457
PY17X_1208700	Py17X_12_v3;Py17X_12_v3	405550;406723	406620;407538	+;+	1887	582	611	441
PY17X_1208800	Py17X_12_v3	408764	409393	+	630	135	118	121
PY17X_1208900	Py17X_12_v3	410393	410731	+	339	37	13	38
PY17X_1209000	Py17X_12_v3	411456	411785	+	330	54	22	64
PY17X_1209100	Py17X_12_v3	412984	417192	-	4209	6944	8050	8654
PY17X_1209200	Py17X_12_v3	421320	423857	-	2538	30	35	42
PY17X_1209300	Py17X_12_v3	426054	427667	+	1614	145	187	195
PY17X_1209400	Py17X_12_v3	430940	437038	+	6099	12709	14614	15643
PY17X_1209500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	440582;443595;443842	443593;443840;451503	+;+;+	10920	6158	4868	6429
PY17X_1209600	Py17X_12_v3	452177	453349	-	1173	265	316	350
PY17X_1209700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	454397;454618;454858;455056;455226;455491;455681	454501;454739;454962;455101;455306;455542;455778	+;+;+;+;+;+;+	609	174	121	168
PY17X_1209800	Py17X_12_v3;Py17X_12_v3	456365;458061	457659;458109	-;-	1344	19794	16457	18213
PY17X_1209900	Py17X_12_v3	460686	463643	+	2958	534	923	750
PY17X_1210000	Py17X_12_v3	466131	467291	+	1161	22	10	30
PY17X_1210100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	468989;469465;471070	469277;470417;471165	-;-;-	1338	1180017	1249490	1120613
PY17X_1210200	Py17X_12_v3	473283	474692	-	1410	8503	8862	9801
PY17X_1210300	Py17X_12_v3;Py17X_12_v3	476385;476647	476468;477492	+;+	930	1882	2111	2013
PY17X_1210400	Py17X_12_v3;Py17X_12_v3	478342;479278	478947;479400	-;-	729	405	311	362
PY17X_1210500	Py17X_12_v3	480428	481252	+	825	603	308	484
PY17X_1210600	Py17X_12_v3	481828	483018	+	1191	445	589	512
PY17X_1210700	Py17X_12_v3	483933	486515	+	2583	2176	1691	1962
PY17X_1210800	Py17X_12_v3	487028	488794	-	1767	89	51	118
PY17X_1210900	Py17X_12_v3	490404	491399	+	996	520	334	440
PY17X_1211000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	491960;493010;493277	492796;493114;493390	-;-;-	1056	165	159	217
PY17X_1211100	Py17X_12_v3	495499	496713	+	1215	498	407	401
PY17X_1211200	Py17X_12_v3	497213	498814	-	1602	4	7	10
PY17X_1211300	Py17X_12_v3;Py17X_12_v3	500478;500867	500568;504450	-;-	3675	261	204	228
PY17X_1211400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	505701;506002;506307	505797;506127;514789	-;-;-	8706	333	433	510
PY17X_1211500	Py17X_12_v3;Py17X_12_v3	516846;519130	518990;519228	+;+	2244	89	58	101
PY17X_1211600	Py17X_12_v3;Py17X_12_v3	519325;519781	519630;520116	-;-	642	66	34	40
PY17X_1211700	Py17X_12_v3	521168	522031	+	864	51	52	66
PY17X_1211800	Py17X_12_v3	522726	527582	-	4857	161	120	181
PY17X_1211900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	530261;530788;531072	530532;530849;531091	+;+;+	354	6141	6550	6494
PY17X_1212000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	531107;531465;531715;531924;532153;532927	531208;531571;531804;532046;532764;533104	-;-;-;-;-;-	1212	119603	140704	141361
PY17X_1212100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	533518;533619;533817;534117;534413;534678;534867;535088	533526;533655;533884;534314;534460;534728;534939;535152	+;+;+;+;+;+;+;+	549	11754	15580	15780
PY17X_1212200	Py17X_12_v3;Py17X_12_v3	536036;536206	536111;536840	-;-	711	1382	1017	1105
PY17X_1212300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	538496;538734;539171;539393;539664;539923;540143	538620;538785;539231;539514;539809;540028;540208	+;+;+;+;+;+;+	678	1135	823	1029
PY17X_1212400	Py17X_12_v3	540520	541386	-	867	75	101	58
PY17X_1212500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	542543;542712;543616;543832;544009	542608;543472;543711;543880;544071	+;+;+;+;+	1035	1174	1017	1067
PY17X_1212600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	544885;545266;545534;545833	545094;545340;545607;545905	-;-;-;-	432	28315	28290	31806
PY17X_1212700	Py17X_12_v3;Py17X_12_v3	548155;548548	548401;550622	-;-	2322	445	375	403
PY17X_1212800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	551891;552183;552351;552555	552022;552239;552425;552638	+;+;+;+	348	46	16	17
PY17X_1212900	Py17X_12_v3	553495	555285	+	1791	16	6	32
PY17X_1213000	Py17X_12_v3	555804	556616	-	813	1788	1488	1852
PY17X_1213100	Py17X_12_v3	558522	559049	-	528	98	70	32
PY17X_1213200	Py17X_12_v3	559477	561117	-	1641	2	11	24
PY17X_1213300	Py17X_12_v3	562863	563969	+	1107	1142	1061	1072
PY17X_1213400	Py17X_12_v3	567822	570761	+	2940	32101	32567	35362
PY17X_1213500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	572043;572549;572875;573034;573294;573567	572168;572688;572956;573195;573420;573850	-;-;-;-;-;-	921	3407	3928	3608
PY17X_1213600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	575158;576455;576743;576903;577138;577316;577453;577637;577845	576345;576575;576803;577013;577199;577353;577536;577737;578343	+;+;+;+;+;+;+;+;+	2265	1838	2352	2316
PY17X_1213700	Py17X_12_v3	579504	580730	-	1227	78	103	91
PY17X_1213800	Py17X_12_v3;Py17X_12_v3	582428;583077	582979;583310	+;+	786	86	133	91
PY17X_1213900	Py17X_12_v3;Py17X_12_v3	584370;585056	584740;585263	-;-	579	5235	4706	4826
PY17X_1214000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	587133;587849;588281	587717;587942;588297	-;-;-	696	53542	43565	52426
PY17X_1214100	Py17X_12_v3	590075	591856	-	1782	946	709	914
PY17X_1214200	Py17X_12_v3	593873	595507	-	1635	1010	1108	1164
PY17X_1214300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	597207;600848;601200	600669;601049;601290	+;+;+	3756	229	267	280
PY17X_1214400	Py17X_12_v3	602141	604408	+	2268	69	70	64
PY17X_1214500	Py17X_12_v3;Py17X_12_v3	605282;606412	606294;606541	-;-	1143	2838	3064	3105
PY17X_1214600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	608470;608689;608887;609203	608548;608755;608981;610623	+;+;+;+	1662	626	314	475
PY17X_1214700	Py17X_12_v3;Py17X_12_v3	611575;613193	613002;615340	-;-	3576	498	399	324
PY17X_1214800	Py17X_12_v3	619326	621854	+	2529	1873	2020	1755
PY17X_1214900	Py17X_12_v3	622682	624481	-	1800	77	114	61
PY17X_1215000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	625611;625775;626008;626630;626979;627195;627388;627652;627894;628076;628300	625672;625888;626488;626852;627040;627263;627570;627759;627968;628176;629197	-;-;-;-;-;-;-;-;-;-;-	2376	151	39	107
PY17X_1215100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	633349;637281;637511;637694	637145;637359;637572;637793	+;+;+;+	4038	10894	12011	12516
PY17X_1215200	Py17X_12_v3	639625	646047	+	6423	293	332	323
PY17X_1215300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	646639;647037;647685	646883;647267;647796	+;+;+	588	78	54	87
PY17X_1215400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	648529;648781;649032;650165	648597;648868;649959;650540	+;+;+;+	1461	669	600	606
PY17X_1215500	Py17X_12_v3	651390	654509	-	3120	304	301	202
PY17X_1215600	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	656013;656223;656398;656530;656680;656995;657563	656068;656289;656433;656594;656856;657277;657910	-;-;-;-;-;-;-	1032	1304	1231	1043
PY17X_1215700	Py17X_12_v3	659202	663143	+	3942	1132	1794	1473
PY17X_1215800	Py17X_12_v3;Py17X_12_v3	664437;664876	664664;667134	+;+	2487	4381	4648	4736
PY17X_1215900	Py17X_12_v3;Py17X_12_v3	669513;675586	675330;675857	+;+	6090	38829	40026	41676
PY17X_1216000	Py17X_12_v3	676692	677666	+	975	157	98	126
PY17X_1216100	Py17X_12_v3	678762	682727	+	3966	15	28	37
PY17X_1216200	Py17X_12_v3	683466	690458	-	6993	37319	40541	39851
PY17X_1216300	Py17X_12_v3	695855	696706	+	852	926	645	744
PY17X_1216400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	697045;697390;697566;698032;698363;698958;699945;700444;700627;701081;701290	697098;697447;697824;698107;698756;699810;700285;700494;700845;701134;701342	-;-;-;-;-;-;-;-;-;-;-	2412	3593	4465	4067
PY17X_1216500	Py17X_12_v3	701912	707998	-	6087	572	772	744
PY17X_1216600	Py17X_12_v3	710884	711885	+	1002	536	584	693
PY17X_1216700	Py17X_12_v3	712873	713958	-	1086	94	78	86
PY17X_1216800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	715110;717010;717550	716732;717164;717769	-;-;-	1998	765	787	717
PY17X_1216900	Py17X_12_v3	718483	719958	+	1476	683	747	675
PY17X_1217000	Py17X_12_v3	720634	721965	+	1332	130	80	147
PY17X_1217100	Py17X_12_v3	722544	724148	-	1605	256	95	206
PY17X_1217200	Py17X_12_v3;Py17X_12_v3	725235;727037	726835;727175	-;-	1740	4676	3016	3892
PY17X_1217300	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	728155;728471;728721;728878;729105;729297;729471;729790;730193	728307;728603;728788;728950;729178;729351;729691;729950;730250	-;-;-;-;-;-;-;-;-	996	1035	1061	1022
PY17X_1217400	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	731464;731688;731840;732135;732907	731550;731720;731976;732792;732999	+;+;+;+;+	1008	33927	35217	35738
PY17X_1217500	Py17X_12_v3;Py17X_12_v3	734960;735223	735002;736520	+;+	1341	146977	149535	163539
PY17X_1217600	Py17X_12_v3	738774	740288	+	1515	119	128	188
PY17X_1217700	Py17X_12_v3	741139	741870	-	732	32	40	37
PY17X_1217800	Py17X_12_v3	743454	745256	+	1803	500	656	708
PY17X_1217900	Py17X_12_v3	746283	749351	-	3069	4793	6154	6849
PY17X_1218000	Py17X_12_v3	753809	755791	+	1983	1970	1869	1936
PY17X_1218100	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	756351;756638;757046	756479;756864;758780	-;-;-	2091	5573	7319	7305
PY17X_1218200	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	759923;760494;761059;761383	760355;760809;761239;761418	-;-;-;-	966	415	376	385
PY17X_1218300	Py17X_12_v3	763219	766506	+	3288	76	120	83
PY17X_1218400	Py17X_12_v3	766729	767964	-	1236	127	81	101
PY17X_1218500	Py17X_12_v3	768359	769669	-	1311	210	98	166
PY17X_1218600	Py17X_12_v3	770744	775228	-	4485	2415	1844	1926
PY17X_1218700	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	777007;777223;777574	777024;777320;777622	+;+;+	165	81	26	73
PY17X_1218800	Py17X_12_v3;Py17X_12_v3	779442;780095	779604;780720	+;+	789	5374	5653	6474
PY17X_1218900	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	781230;781426;781576;781865;782191	781276;781489;781706;782077;782290	-;-;-;-;-	555	5374	5201	5238
PY17X_1219000	Py17X_12_v3;Py17X_12_v3	783682;791532	791423;791649	+;+	7860	28534	36941	38268
PY17X_1219100	Py17X_12_v3	792091	795939	-	3849	3115	4043	3853
PY17X_1219200	Py17X_12_v3	797910	798809	+	900	396	427	329
PY17X_1219300	Py17X_12_v3;Py17X_12_v3	799152;799449	799232;801608	-;-	2241	299	268	241
PY17X_1219400	Py17X_12_v3	803893	805575	+	1683	225	269	333
PY17X_1219500	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	806900;807249;808827;809069;809290;809583;809746;809926;810119;810384;810593;810741;810897;811042	806909;808675;808868;809158;809375;809664;809810;809988;810270;810418;810621;810795;810954;811157	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2310	227	252	255
PY17X_1219600	Py17X_12_v3	811804	813645	+	1842	170	101	181
PY17X_1219700	Py17X_12_v3	815257	815769	+	513	18649	15064	12887
PY17X_1219800	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	816616;816929;817139;817314;817684;818207	816711;817001;817195;817432;817995;821050	-;-;-;-;-;-	3501	1020	898	1133
PY17X_1219900	Py17X_12_v3	823864	831024	-	7161	6761	9646	8541
PY17X_1220000	Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3;Py17X_12_v3	834207;839058;839484;839676;839898	838871;839264;839572;839775;840092	+;+;+;+;+	5256	33387	40161	40453
PY17X_1220100	Py17X_12_v3;Py17X_12_v3	840646;841179	840998;842988	-;-	2163	178	173	245
